title,bathrooms,bedrooms,price,square_meters,cityname,state,latitude,longitude,source,luxury
Three BR 2215 Channing Way,2.0,3.0,4995,83.7,Berkeley,CA,37.8726,-122.2707,RentLingo,0
Three BR 624 Shrader Street Unit 7,1.5,3.0,4769,83.7,San Francisco,CA,37.7599,-122.4379,RentLingo,0
"Gorgeous Santa Monica, Two BR, One BA",1.0,2.0,3800,83.7,Santa Monica,CA,34.0314,-118.4885,RentDigs.com,0
Three BR 1127 Foothill Boulevard,1.0,3.0,3175,83.7,San Luis Obispo,CA,35.2703,-120.6813,RentLingo,0
Beautiful Jersey City Apartment for rent. Single Car Garage!,1.0,1.0,3100,83.7,Jersey City,NJ,40.722,-74.0644,RentDigs.com,1
One BR 1048 Monroe Street Unit 213,1.0,1.0,2950,83.7,Santa Clara,CA,37.3499,-121.9708,RentLingo,0
Two BR 180 N. Alexandria Ave - 1,2.0,2.0,2837,83.7,Los Angeles,CA,34.0372,-118.2972,RentLingo,0
Two BR 120 Phoebe St.,1.5,2.0,2800,83.7,Encinitas,CA,33.0534,-117.266,RentLingo,0
Two BR 11931 Dorothy St.,2.0,2.0,2795,83.7,Los Angeles,CA,34.0372,-118.2972,RentLingo,0
Two BR 7517 Herschel Avenue - Unit 2,2.0,2.0,2690,83.7,La Jolla,CA,32.8395,-117.2525,RentLingo,0
Two BR 46 Leamington Road,1.0,2.0,2625,83.7,Boston,MA,42.328,-71.071,RentLingo,0
One BR 9031 Phyllis Avenue Unit 6,1.0,1.0,2599,83.7,Los Angeles,CA,34.0372,-118.2972,RentLingo,0
Garfield - 2bd/One BA 890sqft Apartment for rent,1.0,2.0,2510,83.7,Garfield,NJ,40.8797,-74.1083,RentDigs.com,0
Two BR 3373 Overland Avenue,1.0,2.0,2445,83.7,Los Angeles,CA,34.0372,-118.2972,RentLingo,0
"Two BR 3707 Woodley Road, NW",1.0,2.0,2395,83.7,Washington,DC,38.9118,-77.0132,RentLingo,0
Two BR 1944 Whitley Ave,1.0,2.0,2298,83.7,Los Angeles,CA,34.0372,-118.2972,RentLingo,0
30 Alexander Avenue Medford MA 02155 Unit: 1s .,1.0,2.0,2200,83.7,Medford,MA,42.4194,-71.111,ListedBuy,0
"Lovely Burlington, Three BR, One BA",1.0,3.0,2200,83.7,Burlington,VT,44.4872,-73.2278,RentDigs.com,1
Two BR 1331 W. Addison St.,1.0,2.0,2100,83.7,Chicago,IL,41.8625,-87.6825,RentLingo,0
Two BR 1101 Carey Drive,1.5,2.0,2100,83.7,Concord,CA,37.9682,-122.0091,RentLingo,0
Location - Two BR New Jersey,1.0,2.0,2100,83.7,Jersey City,NJ,40.722,-74.0644,RentDigs.com,1
1873 Stanhope St Ridgewood NY 11385 Unit: $20.,1.0,2.0,2000,83.7,Ridgewood,NY,40.7029,-73.8797,ListedBuy,1
1864 Cornelia St Ridgewood NY 11385 Unit: 3LXR.,1.0,2.0,1999,83.7,Ridgewood,NY,40.7029,-73.8797,ListedBuy,0
Two BR 417 W. Roscoe,2.0,2.0,1990,83.7,Chicago,IL,41.8625,-87.6825,RentLingo,0
Two BR 5402 Taney Ave,1.0,2.0,1905,83.7,Alexandria,VA,38.7999,-77.1072,RentLingo,1
One BR 5633 Topanga Canyon Blvd,1.0,1.0,1850,83.7,Woodland Hills,CA,34.1677,-118.6141,RentLingo,1
One BR 710 Golden Oak Drive,1.0,1.0,1850,83.7,Sunnyvale,CA,37.3695,-122.0241,RentLingo,0
Two BR Apartment - Now you can enjoy the attentive.,2.0,2.0,1835,83.7,Kirkland,WA,47.7179,-122.2059,RentDigs.com,1
Two BR 270 Baldwin Road,1.0,2.0,1825,83.7,Parsippany,NJ,40.862,-74.4061,RentLingo,0
Two BR 718 N. 17th Street,1.0,2.0,1800,83.7,Philadelphia,PA,40.0054,-75.1415,RentLingo,0
Two BR 2616 NW 59th Street,1.0,2.0,1795,83.7,Seattle,WA,47.616,-122.3275,RentLingo,0
One BR 715 Park Avenue,1.0,1.0,1750,83.7,Baltimore,MD,39.3191,-76.6126,RentLingo,1
Two BR 400-402 Merrimac Street,1.0,2.0,1725,83.7,Newburyport,MA,42.8141,-70.8735,RentLingo,0
Daniel's Run #One BR One BA Loft: Adelph...,1.0,1.0,1710,83.7,Hyattsville,MD,38.9993,-76.975,RealRentals,1
Two BR 502 Gerhard St.,2.0,2.0,1700,83.7,Philadelphia,PA,40.0054,-75.1415,RentLingo,0
"Suwanee, One BR, One BA for rent",1.0,1.0,1695,83.7,Suwanee,GA,34.0648,-84.0849,RentDigs.com,1
Two BR 2903-2909 SE Pine St,1.5,2.0,1675,83.7,Portland,OR,45.5091,-122.6449,RentLingo,0
Three BR 208 Wiggins St,1.0,3.0,1650,83.7,West Lafayette,IN,40.4969,-86.9659,RentLingo,1
One BR One BA In Illinios United States 60611,1.0,1.0,1648,83.7,Chicago,IL,41.8952,-87.6219,RENTOCULAR,1
We're Cat and Dog Friendly. Pet OK!,1.0,2.0,1639,83.7,Bridgewater,MA,41.9784,-70.9751,RentDigs.com,0
The Best of the Best in the City of Belleville! Save Big!,1.0,2.0,1620,83.7,Belleville,NJ,40.7936,-74.1644,RentDigs.com,0
"Apartment, Belleville, Two BR - come and see this one.",1.0,2.0,1620,83.7,Belleville,NJ,40.7936,-74.1644,RentDigs.com,0
Two BR 1225 N 27th Street,2.0,2.0,1600,83.7,Philadelphia,PA,40.0054,-75.1415,RentLingo,0
One BR Excelsior Blvd & France Ave,1.0,1.0,1600,83.7,Saint Louis Park,MN,44.9368,-93.3605,RentLingo,1
Welcoming you to walkable downtown Manchester. Washer/Dryer Hookups!,1.0,3.0,1599,83.7,Manchester,NH,42.9833,-71.4574,RentDigs.com,1
Prominence Apartments One BR Luxury Apartment Homes,1.0,1.0,1579,83.7,Golden,CO,39.7131,-105.2321,RentDigs.com,1
Two BR 1801 Eureka Road,1.0,2.0,1550,83.7,Roseville,CA,38.7551,-121.2948,RentLingo,0
Two BR 1170 Woodland Ave NE,1.0,2.0,1550,83.7,Atlanta,GA,33.7848,-84.3922,RentLingo,0
"Apartment only for $1,550/mo. You Can Stop Looking Now. Pet OK!",1.0,1.0,1550,83.7,Suwanee,GA,34.0648,-84.0849,RentDigs.com,1
Lease Spacious 1+2. Approx 900 sf of Living Space!,2.0,1.0,1525,83.7,Baltimore,MD,39.2946,-76.6235,RentDigs.com,0
Two BR 2401 W Morrison Ave - 211,1.0,2.0,1500,83.7,Tampa,FL,28.0076,-82.4792,RentLingo,0
One BR 6008 Kennedy Blvd W,1.0,1.0,1500,83.7,West New York,NJ,40.789,-74.0122,RentLingo,0
Two Spacious BR in Cincinnati,1.0,2.0,1475,83.7,Cincinnati,OH,39.1054,-84.5022,RentDigs.com,0
Kent Luxurious 2 + 1,1.0,2.0,1460,83.7,Kent,WA,47.3907,-122.2626,RentDigs.com,1
Come see this beautiful Two BR apartment in the heart of Brockton.,1.0,2.0,1400,83.7,Brockton,MA,42.0876,-71.025,RentDigs.com,1
"Perry Hall, $1,390/mo - in a great area.",2.0,2.0,1390,83.7,Perry Hall,MD,39.4044,-76.4482,RentDigs.com,1
One BR 7401 W Slaughter Ln,1.0,1.0,1365,83.7,Austin,TX,30.3054,-97.7497,RentLingo,1
Two BR - Find spacious apartment layouts.,1.0,2.0,1365,83.7,Westminster,MD,39.5551,-76.9906,RentDigs.com,1
Four BR 26 Hungerford Street,1.0,4.0,1350,83.7,Hartford,CT,41.7566,-72.689,RentLingo,0
Three BR 411 W Doty St,1.0,3.0,1350,83.7,Madison,WI,43.0724,-89.4003,RentLingo,0
"Kingston, Great Location, One BR Apartment.",1.0,1.0,1350,83.7,Kingston,NH,42.9194,-71.065,RentDigs.com,0
Apartment in great location,1.0,2.0,1350,83.7,Suitland,MD,38.8391,-76.9175,RentDigs.com,1
Two BR 145 W. Cheyenne Road,1.0,2.0,1340,83.7,Colorado Springs,CO,38.8562,-104.772,RentLingo,1
Two BR Colonial Terrace Apartments 5621 Minnetonka Blvd,1.0,2.0,1329,83.7,Saint Louis Park,MN,44.9368,-93.3605,RentLingo,0
Two BR 13775 Sw 6th St,1.0,2.0,1300,83.7,Beaverton,OR,45.4851,-122.8349,RentLingo,1
Two BR 1253 Church Street,1.0,2.0,1300,83.7,Decatur,GA,33.7416,-84.2614,RentLingo,0
Three BR 180 Chittenden Ave,1.0,3.0,1300,83.7,Columbus,OH,39.9974,-82.9829,RentLingo,0
"Great Central Location Two BR, One BA",1.0,2.0,1300,83.7,Williamstown,NJ,39.6428,-74.9555,RentDigs.com,1
One BR 1572 Overton Park,1.0,1.0,1299,83.7,Memphis,TN,35.1211,-89.9517,RentLingo,0
Two BR 6237 S. Manhattan Ave,1.0,2.0,1289,83.7,Tampa,FL,28.0076,-82.4792,RentLingo,1
One BR Greenview Apartments Inc. 1501-07 W. Granville Ave./6148-50 N.,1.0,1.0,1275,83.7,Chicago,IL,41.8625,-87.6825,RentLingo,0
One BR 950 Nw 214th St,1.0,1.0,1264,83.7,Miami,FL,25.7603,-80.3005,RentLingo,1
"$1,255/mo, Perry Hall, Apartment - must see to believe.",2.0,2.0,1255,83.7,Perry Hall,MD,39.4044,-76.4482,RentDigs.com,1
Two BR 3405 NORTHWEST AVE,1.5,2.0,1250,83.7,Bellingham,WA,48.7871,-122.4437,RentLingo,0
Two BR 8924 SW 30th Ave,1.0,2.0,1250,83.7,Portland,OR,45.5091,-122.6449,RentLingo,0
2571 Lake Worth Rd,2.0,2.0,1240,83.7,Lake Worth,FL,26.6138,-80.0897,GoSection8,1
Two BR 3970 Brelsford Ln,1.0,2.0,1230,83.7,Dublin,OH,40.11,-83.1087,RentLingo,1
402 Church St 133,2.0,2.0,1214,83.7,Galveston,TX,29.2828,-94.8253,ListedBuy,1
Three BR 1756 Lynn Ave,1.0,3.0,1200,83.7,Ypsilanti,MI,42.2368,-83.6103,RentLingo,0
Two BR 2309 Knapp St,2.0,2.0,1200,83.7,Ames,IA,42.0259,-93.6516,RentLingo,0
Two BR 1104 W. 46th St. #2,1.0,2.0,1200,83.7,Kansas City,MO,39.0744,-94.5521,RentLingo,0
Two BR 3902 3906 Lindell Boulevard,1.0,2.0,1195,83.7,Saint Louis,MO,38.6274,-90.304,RentLingo,0
Two BR 751-755 Mount Curve Blvd,1.0,2.0,1100,83.7,Saint Paul,MN,44.9405,-93.1027,RentLingo,0
Two BR 4221 Laurel Street,1.0,2.0,1100,83.7,Anchorage,AK,61.1723,-149.8414,RentLingo,1
One BR Evans Apartments LLC 4851-57 S. Evans/740-42 E. 49th Street,1.0,1.0,1075,83.7,Chicago,IL,41.8625,-87.6825,RentLingo,0
Two BR 1800 Memorial Drive,1.0,2.0,1035,83.7,Atlanta,GA,33.7848,-84.3922,RentLingo,0
Two BR 610 Clark Street,1.0,2.0,1030,83.7,Big Rapids,MI,43.7012,-85.4657,RentLingo,0
Two BR 2811 Oakland,1.0,2.0,1025,83.7,Ames,IA,42.0259,-93.6516,RentLingo,0
"One BR Apartment - set among the shade trees. $1,021/mo",1.0,1.0,1021,83.7,Virginia Beach,VA,36.8379,-76.0939,RentDigs.com,1
Morrisville - 2bd/Two BA 900sqft Apartment for rent,2.0,2.0,1015,83.7,Manson,NC,36.4688,-78.2924,RentDigs.com,1
Two BR 761 N. 235 E.,1.0,2.0,999,83.7,Orem,UT,40.3012,-111.6907,RentLingo,0
Two BR 263 N. Hyland,1.0,2.0,995,83.7,Ames,IA,42.0259,-93.6516,RentLingo,0
Two BR 100 Berkley Rd,1.0,2.0,995,83.7,Verona,WI,42.9908,-89.5684,RentLingo,1
Two Spacious BR in Morrisville,1.0,2.0,978,83.7,Macon,NC,36.4336,-78.0027,RentDigs.com,1
One BR 380 Lincoln Highway,1.0,1.0,975,83.7,Fairless Hills,PA,40.1755,-74.8464,RentLingo,1
Two BR 111 Fenway Loop,1.0,2.0,975,83.7,San Marcos,TX,29.8831,-97.945,RentLingo,0
One BR Apartment - The is perfectly located just off Macy Grove in,1.0,1.0,964,83.7,Kernersville,NC,36.1147,-80.0915,RentDigs.com,1
Two BR 9 Villa Drive,2.0,2.0,950,83.7,Pensacola,FL,30.4528,-87.2644,RentLingo,1
One BR 3509 Wyandotte Street,1.0,1.0,950,83.7,Kansas City,MO,39.0744,-94.5521,RentLingo,1
Two BR 76 / 85 Tuscan Villa Dr.,1.0,2.0,935,83.7,Oroville,CA,39.5076,-121.5058,RentLingo,0
Two BR - Are you looking for luxurious apartment homes in a convenient,1.0,2.0,924,83.7,Burlington,NC,36.0334,-79.4909,RentDigs.com,1
One BR 9530 Mission Road,1.0,1.0,900,83.7,Kansas City,MO,39.0744,-94.5521,RentLingo,1
Sharon Park Manor Apartments is located in the heart of Moon Township.,1.0,2.0,900,83.7,Coraopolis,PA,40.5059,-80.1869,RentDigs.com,1
One BR Nw 2nd St,1.0,1.0,899,83.7,Oak Island,NC,33.9094,-78.1285,RentLingo,0
One BR 625 W 46th Ave,1.0,1.0,898,83.7,Anchorage,AK,61.1723,-149.8414,RentLingo,0
One BR 2431 Madison Ave,1.0,1.0,890,83.7,Baltimore,MD,39.3191,-76.6126,RentLingo,0
2 BR 1 BA In Calumet City IL 60409,1.0,2.0,875,83.7,Calumet City,IL,41.6121,-87.5514,ListedBuy,0
Two BR 3012 Butterfield Court,1.0,2.0,870,83.7,Lafayette,IN,40.3613,-86.9005,RentLingo,1
Super Cute! Apartment for Rent. Pet OK!,1.0,2.0,850,83.7,Delaware,OH,40.2854,-83.0595,ListedBuy,1
Two BR 6020 Rockhill Rd,1.0,2.0,850,83.7,Kansas City,MO,39.0744,-94.5521,RentLingo,1
Two BR 816 Carroll Avenue,1.0,2.0,850,83.7,Ames,IA,42.0259,-93.6516,RentLingo,0
Two BR 65 Sunfish Ct,1.0,2.0,850,83.7,Madison,WI,43.0724,-89.4003,RentLingo,1
Two BR 201 W 38th St,1.0,2.0,850,83.7,Kansas City,MO,39.0744,-94.5521,RentLingo,1
Two BR Wedington Drive,1.0,2.0,850,83.7,Fayetteville,AR,36.0785,-94.1531,RentLingo,0
"Bright Las Vegas, Two BR, Two BA for rent",2.0,2.0,850,83.7,Las Vegas,NV,36.1045,-115.0677,RentDigs.com,1
Two BR Bancroft Place Apartments 137 North Mable Avenue,2.0,2.0,848,83.7,Sioux Falls,SD,43.5329,-96.7265,RentLingo,0
Two BR 115 E. Westplains Road 119 E. Westplains Road,1.0,2.0,825,83.7,Gretna,NE,41.1298,-96.2485,RentLingo,0
Three BR 222 Montgomery St SE # 1,1.0,3.0,825,83.7,Grand Rapids,MI,42.9497,-85.6417,RentLingo,0
Two BR 2140 N. Xavier Street,1.0,2.0,815,83.7,Bismarck,ND,46.8013,-100.7562,RentLingo,0
"Lovely McKeesport, Two BR, One BA",1.0,2.0,805,83.7,Mckeesport,PA,40.3306,-79.8062,RentDigs.com,1
Two BR 550 New South Drive,1.0,2.0,800,83.7,Clarksville,TN,36.5351,-87.3442,RentLingo,0
One BR 506 1st Avenue NW,1.0,1.0,800,83.7,Mandan,ND,46.8296,-100.8908,RentLingo,0
Three BR 7724 E Independence St,1.0,3.0,800,83.7,Tulsa,OK,36.116,-95.9281,RentLingo,1
Two BR 7715 Hickman Road Office #89,1.0,2.0,795,83.7,Urbandale,IA,41.6251,-93.7375,RentLingo,1
"Great Central Location Two BR, One BA",1.0,2.0,785,83.7,Newport News,VA,37.0575,-76.4614,RentDigs.com,1
Two BR Apartment - Large & Bright,1.0,2.0,785,83.7,Newport News,VA,37.0575,-76.4614,RentDigs.com,1
Two BR 4100 North Street,1.5,2.0,780,83.7,Nacogdoches,TX,31.5887,-94.5735,RentLingo,0
Two BR 8838 Flora Ave,1.0,2.0,775,83.7,Kansas City,MO,39.0744,-94.5521,RentLingo,0
"Charming 2 BR, 2 BA",2.0,2.0,770,83.7,Salisbury,NC,35.6553,-80.4824,ListedBuy,1
Two BR Apartment in Quiet Building - McKeesport,1.0,2.0,765,83.7,Mckeesport,PA,40.2996,-79.819,RentDigs.com,1
Super Cute! Apartment for Rent. Covered parking!,2.0,2.0,760,83.7,Longview,TX,32.5548,-94.7807,RentDigs.com,1
Two BR 420 10th Ave Dr Ne,2.0,2.0,750,83.7,Hickory,NC,35.7193,-81.3418,RentLingo,1
Two BR 1201 Gunn Street # 1,1.0,2.0,750,83.7,Appleton,WI,44.2745,-88.4153,RentLingo,0
Apartment \ One BA \ Elyria - must see to believe. Pet OK!,1.0,2.0,735,83.7,Elyria,OH,41.3711,-82.1168,RentDigs.com,1
Two BR 1127 North Hagadorn Road,1.0,2.0,700,83.7,East Lansing,MI,42.7242,-84.477,RentLingo,1
Two BR 100 Senisa Drive,1.0,2.0,700,83.7,San Antonio,TX,29.4624,-98.5253,RentLingo,0
"Two BR 601, 609 N. Teton Drive, 1300-1320 Keystone Drive",1.0,2.0,695,83.7,Brandon,SD,43.5884,-96.5752,RentLingo,0
Two BR 3005 S Cliff Avenue,1.0,2.0,695,83.7,Sioux Falls,SD,43.5329,-96.7265,RentLingo,0
Two BR Garden Two BR/One BA,1.0,2.0,675,83.7,Monroe,MI,41.9295,-83.3654,RentLingo,0
Two BR 3801 Cooper Dr. East # 111,2.0,2.0,650,83.7,Columbia,MO,38.9401,-92.3167,RentLingo,0
Two BR 1916 Dyke Ave.,1.0,2.0,645,83.7,Grand Forks,ND,47.9179,-97.0658,RentLingo,0
Two BR Apartment in Quiet Building - North Versailles,1.0,2.0,635,83.7,North Versailles,PA,40.3914,-79.8369,RentDigs.com,1
Two BR 2050 Meriwood Drive,1.0,2.0,625,83.7,Macon,GA,32.833,-83.6723,RentLingo,0
Two BR 3601 East Mile 8 North,2.0,2.0,565,83.7,Weslaco,TX,26.1596,-97.989,RentLingo,1
Two BR Apartment - With all of our Norman.,1.5,2.0,505,83.7,Norman,OK,35.2441,-97.4144,RentDigs.com,1
Room with private bathroom for rent in a furnished 2 BR 2 BA apartment,2.0,2.0,500,83.7,Bryan,TX,30.7084,-96.347,ListedBuy,1
Apartment downstairs,1.0,2.0,500,83.7,Greenville,TX,33.1472,-96.104,RentDigs.com,0
Apartment for rent in New Kensington. Single Car Garage!,1.0,2.0,455,83.7,New Kensington,PA,40.5755,-79.7224,RentDigs.com,0
Over 901 sf in Coraopolis,1.5,2.0,1231,83.793,Coraopolis,PA,40.5059,-80.1869,RentDigs.com,1
"Charming Two BR, One BA",1.0,2.0,999,83.793,South Yarmouth,MA,41.6713,-70.1916,RentDigs.com,0
Live the you've always wanted without compromising style or quality.,1.0,2.0,874,83.793,Natchitoches,LA,31.7872,-93.1282,RentDigs.com,0
Two BR 7830 South Eighth Street,1.0,2.0,850,83.793,Kalamazoo,MI,42.2837,-85.5793,RentLingo,0
Two BR 301 South Inspiration Road,2.0,2.0,578,83.793,Mission,TX,26.2147,-98.3516,RentLingo,1
Denver Value!,1.0,2.0,1850,83.886,Denver,CO,39.7317,-104.9698,RentDigs.com,1
Two BR 519 Albee Farm Road Unit 316,2.0,2.0,1250,83.886,Venice,FL,27.0717,-82.3833,RentLingo,0
"Two BR 7, 9, 11, 12, 13,16, 20 Simpson Street",1.0,2.0,1225,83.886,Geneva,IL,41.8859,-88.3101,RentLingo,0
Apartment in move in condition in Federal Way,1.0,1.0,1177,83.886,Federal Way,WA,47.3099,-122.3139,RentDigs.com,0
Two BR 121 E Wedgewood,1.0,2.0,845,83.886,Spokane,WA,47.6794,-117.4018,RentLingo,0
Two BR 210 N Easterling Street,1.0,2.0,700,83.886,Dalton,GA,34.7754,-84.9497,RentLingo,0
Dorsey Ridge Villa Apartments #A5 - The Clio: H...,1.0,1.0,1730,83.979,Hanover,MD,39.1649,-76.7156,RealRentals,0
One BR 7500 West Slaughter Ln.,1.0,1.0,1495,83.979,Austin,TX,30.3054,-97.7497,RentLingo,1
One BR 9600 Escarpment Blvd,1.0,1.0,1265,83.979,Austin,TX,30.3054,-97.7497,RentLingo,1
The Residences At The Manor Apartments #Two BR 2...,2.0,2.0,1240,83.979,Frederick,MD,39.4944,-77.4535,RealRentals,0
"Euless, prime location Two BR, Apartment",2.0,2.0,1055,83.979,Euless,TX,32.8255,-97.1039,RentDigs.com,1
One BR 335 Double Creek Drive,1.0,1.0,834,83.979,Plainfield,IN,39.7078,-86.3938,RentLingo,1
Over 904 sf in Plainsboro. Offstreet parking!,1.0,2.0,1770,84.072,Plainsboro,NJ,40.3346,-74.5794,RentDigs.com,1
"Gorgeous Plainsboro, Two BR, One BA",1.0,2.0,1770,84.072,Plainsboro,NJ,40.3346,-74.5794,RentDigs.com,1
Two BR 504 ESPLANADE,2.0,2.0,2859,84.165,Redondo Beach,CA,33.852,-118.3759,RentLingo,0
One BR W Lake St & Dean Parkway,1.0,1.0,2450,84.165,Minneapolis,MN,44.9855,-93.3023,RentLingo,1
Three BR 422 Harrison Street,3.0,3.0,1797,84.165,West Lafayette,IN,40.4969,-86.9659,RentLingo,1
"Move-in condition, Two BR Two BA",2.0,2.0,1468,84.165,Kent,WA,47.3866,-122.1969,RentDigs.com,1
"Amazing Two BR, Two BA for rent",2.0,2.0,1330,84.165,Dallas,TX,33.0023,-96.8406,RentDigs.com,1
Two BR IH 35 and Slaughter,1.0,2.0,1240,84.165,Austin,TX,30.3054,-97.7497,RentLingo,0
Two BR Apartment - Large & Bright,1.0,2.0,1160,84.165,Las Vegas,NV,36.1536,-115.1965,RentDigs.com,1
One BR 18851 W. 153rd Court,1.0,1.0,1050,84.165,Olathe,KS,38.8647,-94.8283,RentLingo,1
Two BR 770 S. 40th Street,2.0,2.0,795,84.165,Springdale,AR,34.678,-92.7603,RentLingo,1
906 sq. ft. \ One BA - ready to move in.,1.0,1.0,1743,84.258,Odenton,MD,39.0747,-76.7017,RentDigs.com,1
Two BR 751 E. Holly St.,1.0,2.0,1700,84.258,Boise,ID,43.6046,-116.2475,RentLingo,0
The Seasons - the you want tohome!,1.5,2.0,1683,84.258,Lynnwood,WA,47.8616,-122.2729,RentDigs.com,1
The Seasons - the you want tohome!,1.5,2.0,1683,84.258,Lynnwood,WA,47.8616,-122.2729,RentDigs.com,1
"Bright Granbury, One BR, 1.50 BA for rent",1.5,1.0,1295,84.258,Granbury,TX,32.4293,-97.7612,RentDigs.com,1
One BR Slaughter and Brodie,1.0,1.0,1175,84.258,Austin,TX,30.3054,-97.7497,RentLingo,0
One BR 3409 Primm Lane,1.0,1.0,730,84.258,Hoover,AL,33.3926,-86.8018,RentLingo,0
One BR 80175 Avenue 52,1.0,1.0,1369,84.351,La Quinta,CA,33.6713,-116.2873,RentLingo,0
Studio apartment 7901 N. Cortaro Road,1.0,3.0,1194,84.351,Tucson,AZ,32.2264,-110.9438,RentLingo,1
Outstanding Opportunity To Live At The Mountlake Terrace City Club,2.0,2.0,1640,84.444,Mountlake Terrace,WA,47.7921,-122.3045,RentDigs.com,1
One BR 100 N Santa Rosa Avenue,1.0,1.0,1225,84.444,San Antonio,TX,29.4624,-98.5253,RentLingo,1
One BR 100 Crossing Blvd,1.0,1.0,1010,84.444,Mcdonough,GA,33.4549,-84.128,RentLingo,0
Two BR 100 Commercial Park Ct,2.0,2.0,660,84.444,Maumelle,AR,34.8523,-92.4058,RentLingo,1
Two BR 2917 Heathrow Drive,2.0,2.0,1095,84.537,Ames,IA,42.0259,-93.6516,RentLingo,0
"Attractive Two BR, Two BA",2.0,2.0,1887,84.63,Renton,WA,47.4457,-122.1407,RentDigs.com,0
One BR 128-30 West 2nd St. Putnam,1.0,1.0,1750,84.63,Davenport,IA,41.5486,-90.5922,RentLingo,0
Four BR 314 S. Chauncey Avenue,2.0,4.0,1496,84.63,West Lafayette,IN,40.4969,-86.9659,RentLingo,0
One BR Apartment - Experience Urban Living- Just minutes away from Downtown,1.0,1.0,1161,84.63,Raleigh,NC,35.7887,-78.6531,RentDigs.com,1
"Great Central Location One BR, One BA",1.0,1.0,1047,84.63,Middletown,OH,39.4853,-84.382,RentDigs.com,1
One BR 2350 Phillips Rd,1.0,1.0,1046,84.63,Tallahassee,FL,30.4601,-84.2714,RentLingo,1
Apartment 910 sq. ft. Loveland - must see to believe. Pet OK!,1.0,1.0,1019,84.63,Loveland,OH,39.267,-84.2921,RentDigs.com,1
"Apartment in quiet area, spacious with big kitchen",1.0,1.0,893,84.63,Hillsborough,NC,36.0746,-79.0777,RentDigs.com,1
Two BR 8409 5th Ave NE #05,2.0,2.0,1949,84.723,Seattle,WA,47.616,-122.3275,RentLingo,0
"Apartment only for $1,870/mo. You Can Stop Looking Now!",2.0,2.0,1870,84.723,Plainsboro,NJ,40.3346,-74.5794,RentDigs.com,1
Super Cute! Apartment for Rent!,1.0,1.0,1299,84.723,Cockeysville,MD,39.4915,-76.6609,RentDigs.com,0
One BR 855 Walther Blvd.,1.0,1.0,1079,84.723,Lawrenceville,GA,33.9569,-84.0214,RentLingo,1
Two BR 1620 Corinthian Drive,2.0,2.0,991,84.723,Florence,KY,38.9885,-84.6468,RentLingo,1
"Two BR 1750 P Street, Nw",2.0,2.0,3700,84.816,Washington,DC,38.9118,-77.0132,RentLingo,0
912 sq. ft. Two BR - convenient location. Pet OK!,2.0,2.0,1313,84.816,Dallas,TX,33.0023,-96.8406,RentDigs.com,1
Come home to Colonial Creek apartments. Carport parking!,1.0,2.0,1239,84.816,Bedford,TX,32.8525,-97.1399,RentDigs.com,1
Come home to Colonial Creek apartments.,1.0,2.0,1159,84.816,Bedford,TX,32.8525,-97.1399,RentDigs.com,1
Two BR 2108 Vinton St.,1.0,2.0,1145,84.816,Omaha,NE,41.2562,-96.0404,RentLingo,0
Three BR 608 Holiday Ave,1.0,3.0,1045,84.816,Hazelwood,MO,38.7677,-90.388,RentLingo,0
Two BR 200 Kedron Pwky.,2.0,2.0,1004,84.816,Spring Hill,TN,35.753,-86.8832,RentLingo,1
Two BR 245 Sinclair,2.0,2.0,895,84.816,Ames,IA,42.0259,-93.6516,RentLingo,0
Three BR 1305 Georgia,2.0,3.0,790,84.816,Ames,IA,42.0259,-93.6516,RentLingo,0
One BR 1100 N CASS STREET,1.0,1.0,1795,84.909,Milwaukee,WI,43.0531,-87.9659,RentLingo,0
This Apartment is a must see!,2.0,2.0,1712,84.909,Bothell,WA,47.791,-122.2177,RentDigs.com,1
"Average Rent $1,685 a month - That's a STEAL. Single Car Garage!",1.0,1.0,1685,84.909,Weatogue,CT,41.8388,-72.8231,RentDigs.com,1
Two BR 210 S Montgomery St,2.0,2.0,1480,84.909,Starkville,MS,33.4345,-88.8353,RentLingo,1
Two BR 2201 104th Street South,1.0,2.0,1397,84.909,Tacoma,WA,47.2154,-122.4608,RentLingo,1
"Euless, prime location Two BR, Apartment. Pet OK!",1.0,2.0,1005,84.909,Euless,TX,32.8255,-97.1039,RentDigs.com,1
One BR Apartment in Euless,1.0,1.0,808,84.909,Euless,TX,32.8255,-97.1039,RentDigs.com,1
Average Rent $805 a month - That's a STEAL. Single Car Garage!,1.0,1.0,805,84.909,Euless,TX,32.8255,-97.1039,RentDigs.com,1
One BR 500 Bartlett Street,1.0,1.0,5000,85.002,San Francisco,CA,37.7599,-122.4379,RentLingo,0
"Ellicott City, prime location Two BR, Apartment",2.0,2.0,1855,85.002,Ellicott City,MD,39.266,-76.8455,RentDigs.com,1
Three BR 520 W Doty St,2.0,3.0,1575,85.002,Madison,WI,43.0724,-89.4003,RentLingo,1
"Lovely Renton, One BR, Two BA. Pet OK!",2.0,1.0,1555,85.002,Renton,WA,47.4608,-122.2095,RentDigs.com,0
1652 SE 28th St 103,2.0,2.0,1350,85.002,Homestead,FL,25.3801,-80.4041,GoSection8,0
Beautiful Arlington Apartment for rent,1.0,1.0,1128,85.002,Arlington,TX,32.7767,-97.0816,RentDigs.com,1
